날짜,종목코드,종목명,전략,구분,가격,수량,금액,수수료,사유,손익,손익률,보유일
2026-02-05,001440,대한전선,sepa,SELL,31800.0,60,1908000.0,4065.0,"트레일링 (고점 34,450 대비 -3.0%)",76678.0,4.2,2
2026-02-05,402340,SK스퀘어,sepa,SELL,534000.0,2,1068000.0,2275.0,본전보호 청산,-18428.0,-1.7,2
2026-02-06,006800,미래에셋증권,sepa,SELL,48410.0,50,2420500.0,5157.0,손절 -6.0%,-160019.0,-6.21,3
2026-02-10,090460,비에이치,sepa,BUY,19720.0,130,2563600.0,360.0,진입 (점수 74),0.0,0.0,0
2026-02-10,068270,셀트리온,sepa,BUY,228000.0,11,2508000.0,352.0,진입 (점수 67),0.0,0.0,0
2026-02-10,006800,미래에셋증권,sepa,BUY,54400.0,47,2556800.0,359.0,진입 (점수 67),0.0,0.0,0
2026-02-10,004170,신세계,sepa,BUY,365000.0,4,1460000.0,205.0,진입 (점수 67),0.0,0.0,0
2026-02-10,090460,비에이치,sepa,SELL,19950.0,39,778050.0,1658.0,1차 익절 +5.0%,7204.0,0.94,1
2026-02-10,090460,비에이치,sepa,SELL,19950.0,91,1815450.0,3868.0,"트레일링 (고점 21,100 대비 -3.0%)",16810.0,0.94,1
2026-02-10,004170,신세계,sepa,SELL,376500.0,1,376500.0,802.0,1차 익절 +5.0%,10647.0,2.92,1
2026-02-11,090460,비에이치,sepa,BUY,20650.0,124,2560600.0,360.0,진입 (점수 72),0.0,0.0,0
2026-02-11,036570,엔씨소프트,rsi2,SELL,213500.0,2,427000.0,910.0,횡보 청산 (6일),2031.0,0.48,6
2026-02-11,068270,셀트리온,sepa,SELL,239500.0,3,718500.0,1531.0,1차 익절 +5.0%,32873.0,4.81,2
2026-02-11,006800,미래에셋증권,sepa,SELL,51136.0,47,2403392.0,5120.0,손절 -6.0%,-158888.0,-6.21,2
2026-02-11,004170,신세계,sepa,SELL,365000.0,3,1095000.0,2333.0,"트레일링 (고점 391,000 대비 -3.0%)",-2487.0,-0.23,2
2026-02-11,090460,비에이치,sepa,SELL,21650.0,37,801050.0,1707.0,1차 익절 +5.0%,35186.0,4.6,1
2026-02-11,090460,비에이치,sepa,SELL,21650.0,87,1883550.0,4013.0,"트레일링 (고점 22,650 대비 -3.0%)",82735.0,4.6,1
2026-02-13,071050,한국금융지주,sepa,BUY,251500.0,10,2515000.0,353.0,진입 (점수 74),0.0,0.0,0
2026-02-13,138930,BNK금융지주,sepa,BUY,22000.0,118,2596000.0,365.0,진입 (점수 74),0.0,0.0,0
2026-02-13,033920,무학,sepa,BUY,9690.0,269,2606610.0,366.0,진입 (점수 72),0.0,0.0,0
2026-02-13,047050,포스코인터내셔널,sepa,BUY,67400.0,3,202200.0,28.0,진입 (점수 69),0.0,0.0,0
2026-02-19,071050,한국금융지주,sepa,SELL,283500.0,3,850500.0,1812.0,1차 익절 +5.0%,94082.0,12.47,2
2026-02-19,071050,한국금융지주,sepa,SELL,283500.0,7,1984500.0,4228.0,"트레일링 (고점 293,000 대비 -3.0%)",219525.0,12.47,2
2026-02-19,033920,무학,sepa,SELL,10270.0,80,821600.0,1750.0,1차 익절 +5.0%,44541.0,5.74,2
2026-02-20,005940,NH투자증권,sepa,BUY,42450.0,64,2716800.0,382.0,진입 (점수 74),0.0,0.0,0
2026-02-20,047050,포스코인터내셔널,sepa,SELL,75300.0,1,75300.0,160.0,1차 익절 +5.0%,7730.0,11.47,3
2026-02-20,047050,포스코인터내셔널,sepa,SELL,75300.0,2,150600.0,321.0,"트레일링 (고점 78,600 대비 -3.0%)",15460.0,11.47,3
2026-02-20,005940,NH투자증권,sepa,SELL,39903.0,64,2553792.0,5441.0,손절 -6.0%,-168831.0,-6.21,1
2026-02-24,066570,LG전자,sepa,BUY,134700.0,19,2559300.0,360.0,진입 (점수 74),0.0,0.0,0
2026-02-24,048410,현대바이오,sepa,BUY,18000.0,64,1152000.0,162.0,진입 (점수 74),0.0,0.0,0
2026-02-24,138930,BNK금융지주,sepa,SELL,21800.0,118,2572400.0,5481.0,횡보 청산 (5일),-29445.0,-1.13,5
2026-02-24,048410,현대바이오,sepa,SELL,16920.0,64,1082880.0,2307.0,손절 -6.0%,-71589.0,-6.21,1
2026-02-25,033920,무학,sepa,SELL,10060.0,189,1901340.0,4051.0,"트레일링 (고점 10,490 대비 -3.0%)",65622.0,3.58,6
2026-02-26,214150,클래시스,rsi2,BUY,60400.0,44,2657600.0,373.0,진입 (점수 74),0.0,0.0,0
2026-02-26,000270,기아,sepa,BUY,197400.0,13,2566200.0,361.0,진입 (점수 74),0.0,0.0,0
2026-02-26,068270,셀트리온,sepa,SELL,242000.0,8,1936000.0,4125.0,"트레일링 (고점 251,000 대비 -3.0%)",107619.0,5.9,10
2026-02-26,066570,LG전자,sepa,SELL,146700.0,5,733500.0,1563.0,1차 익절 +5.0%,58343.0,8.66,3
2026-02-26,000270,기아,sepa,SELL,206000.0,3,618000.0,1317.0,1차 익절 +5.0%,24400.0,4.12,1
2026-02-27,003550,LG,sepa,BUY,103300.0,26,2685800.0,377.0,진입 (점수 74),0.0,0.0,0
2026-02-27,066570,LG전자,sepa,SELL,145700.0,14,2039800.0,4346.0,"트레일링 (고점 151,900 대비 -3.0%)",149389.0,7.92,4
2026-02-27,000270,기아,sepa,SELL,205500.0,10,2055000.0,4378.0,"트레일링 (고점 212,500 대비 -3.0%)",76344.0,3.87,2
2026-03-03,012330,현대모비스,sepa,BUY,512000.0,5,2560000.0,360.0,진입 (점수 74),0.0,0.0,0
2026-03-03,042700,한미반도체,sepa,BUY,314000.0,7,2198000.0,309.0,진입 (점수 74),0.0,0.0,0
2026-03-03,214150,클래시스,rsi2,SELL,56776.0,44,2498144.0,5322.0,손절 -6.0%,-165152.0,-6.21,3
2026-03-03,012330,현대모비스,sepa,SELL,481280.0,5,2406400.0,5127.0,손절 -6.0%,-159087.0,-6.21,1
2026-03-03,042700,한미반도체,sepa,SELL,295160.0,7,2066120.0,4402.0,손절 -6.0%,-136591.0,-6.21,1
2026-03-04,003550,LG,sepa,SELL,97102.0,26,2524652.0,5379.0,손절 -6.0%,-166904.0,-6.21,3
2026-03-06,036930,주성엔지니어링,sepa,BUY,67000.0,38,2546000.0,358.0,진입 (점수 74),0.0,0.0,0
2026-03-06,010950,S-Oil,sepa,BUY,141700.0,18,2550600.0,358.0,진입 (점수 68),0.0,0.0,0
2026-03-06,012450,한화에어로스페이스,sepa,BUY,1414000.0,1,1414000.0,199.0,진입 (점수 68),0.0,0.0,0
2026-03-06,058470,리노공업,sepa,BUY,123000.0,20,2460000.0,346.0,진입 (점수 65),0.0,0.0,0
2026-03-06,039030,이오테크닉스,sepa,BUY,444500.0,1,444500.0,62.0,진입 (점수 63),0.0,0.0,0
2026-03-06,036930,주성엔지니어링,sepa,SELL,62980.0,38,2393240.0,5099.0,손절 -6.0%,-158217.0,-6.21,1
2026-03-06,010950,S-Oil,sepa,SELL,133198.0,18,2397564.0,5108.0,손절 -6.0%,-158503.0,-6.21,1
2026-03-06,012450,한화에어로스페이스,sepa,SELL,1481000.0,1,1481000.0,3155.0,1차 익절 +5.0%,63646.0,4.5,1
2026-03-09,058470,리노공업,sepa,SELL,115620.0,20,2312400.0,4927.0,손절 -6.0%,-152872.0,-6.21,2
2026-03-09,039030,이오테크닉스,sepa,SELL,417830.0,1,417830.0,890.0,손절 -6.0%,-27623.0,-6.21,2
2026-03-11,036930,주성엔지니어링,sepa,BUY,70900.0,34,2410600.0,339.0,진입 (점수 72),0.0,0.0,0
2026-03-11,263750,펄어비스,sepa,BUY,65100.0,37,2408700.0,338.0,진입 (점수 68),0.0,0.0,0
2026-03-11,036830,솔브레인홀딩스,sepa,BUY,61200.0,39,2386800.0,335.0,진입 (점수 66),0.0,0.0,0
2026-03-11,336260,두산퓨얼셀,sepa,BUY,43700.0,49,2141300.0,301.0,진입 (점수 63),0.0,0.0,0
2026-03-11,036930,주성엔지니어링,sepa,SELL,66646.0,34,2265964.0,4828.0,손절 -6.0%,-149802.0,-6.21,1
2026-03-11,263750,펄어비스,sepa,SELL,61194.0,37,2264178.0,4824.0,손절 -6.0%,-149684.0,-6.21,1
2026-03-11,036830,솔브레인홀딩스,sepa,SELL,62400.0,11,686400.0,1462.0,1차 익절 +5.0%,11643.0,1.73,1
2026-03-11,036830,솔브레인홀딩스,sepa,SELL,62400.0,28,1747200.0,3722.0,"트레일링 (고점 64,500 대비 -3.0%)",29637.0,1.73,1
2026-03-11,336260,두산퓨얼셀,sepa,SELL,41078.0,49,2012822.0,4288.0,손절 -6.0%,-133067.0,-6.21,1
2026-03-13,336260,두산퓨얼셀,sepa,BUY,47800.0,49,2342200.0,329.0,진입 (점수 74),0.0,0.0,0
2026-03-13,010140,삼성중공업,sepa,BUY,31200.0,74,2308800.0,324.0,진입 (점수 70),0.0,0.0,0
2026-03-13,047050,포스코인터내셔널,sepa,BUY,83800.0,27,2262600.0,318.0,진입 (점수 65),0.0,0.0,0
2026-03-13,336260,두산퓨얼셀,sepa,SELL,44932.0,49,2201668.0,4691.0,손절 -6.0%,-145552.0,-6.21,1
2026-03-13,047050,포스코인터내셔널,sepa,SELL,78772.0,27,2126844.0,4531.0,손절 -6.0%,-140605.0,-6.21,1
2026-03-13,010140,삼성중공업,sepa,SELL,30700.0,74,2271800.0,4840.0,백테스트 종료 청산,-42165.0,-1.83,1
